record_id,longitude,latitude,speed,heading,navigation_status,mmsi,ship_type,ship_name,timestamp,decode_timestamp,data_timestamp,day_id,date,unixstamp
T-mfR6idSkaZ4O0qfo2HSA,111.15190887451172,23.423620223999023,1.0,511,,413859423,,,2024-07-26 23:59:59.692,2024-07-26 23:59:59.714,00:00:00,20240726,2024-07-26,1722009599.692
6MK_J7vOQIq0tqxbsvEhkw,113.62053680419922,22.574094772338867,6.1,511,,413841065,,,2024-07-26 23:59:55.671,2024-07-26 23:59:55.693,00:00:00,20240726,2024-07-26,1722009595.671
anTv315sSEa6vjWT3gOBug,111.15193939208984,23.423608779907227,1.0,511,,413859423,,,2024-07-26 23:59:51.292,2024-07-26 23:59:51.306,00:00:00,20240726,2024-07-26,1722009591.292
7iDdGpa9Shq6tkq-cESd-A,113.62090301513672,22.573747634887695,6.0,511,,413841065,,,2024-07-26 23:59:45.478,2024-07-26 23:59:45.484,00:00:00,20240726,2024-07-26,1722009585.478
tWeNrWwJS_i8LldHlKkptw,111.15198516845703,23.42359733581543,1.0,511,,413859423,,,2024-07-26 23:59:42.992,2024-07-26 23:59:43.012,00:00:00,20240726,2024-07-26,1722009582.992
-d3EvqLuTSyhFRxTb8yhyw,111.1488037109375,23.430849075317383,0.0,511,,413866992,,,2024-07-26 23:59:35.860,2024-07-26 23:59:35.879,00:00:00,20240726,2024-07-26,1722009575.86
J-q8WlUySO-i0sKIQB9MPg,111.15203094482422,23.423582077026367,1.0,511,,413859423,,,2024-07-26 23:59:34.542,2024-07-26 23:59:34.560,00:00:00,20240726,2024-07-26,1722009574.542
1h9TjgDNTO6BPhrFHEK9NQ,111.1520767211914,23.423566818237305,1.1,511,,413859423,,,2024-07-26 23:59:26.155,2024-07-26 23:59:26.208,00:00:00,20240726,2024-07-26,1722009566.155
aPDpBjjEQ_mnFlEDDxb0Zw,113.62126922607422,22.573402404785156,6.0,511,,413841065,,,2024-07-26 23:59:22.083,2024-07-26 23:59:22.105,00:00:00,20240726,2024-07-26,1722009562.083
_bmeB8mkRvWrnyASGnyjkw,111.14886474609375,23.430984497070312,0.0,511,,413867644,,,2024-07-26 23:59:19.372,2024-07-26 23:59:19.395,00:00:00,20240726,2024-07-26,1722009559.372
r5HCIjiORpqKcZSGdMm73w,111.1488265991211,23.430505752563477,0.0,511,,413863924,,,2024-07-26 23:59:18.807,2024-07-26 23:59:18.828,00:00:00,20240726,2024-07-26,1722009558.807
HtwocM0eSiW7EOUYOfPm9Q,111.15213012695312,23.423553466796875,1.1,511,,413859423,,,2024-07-26 23:59:17.742,2024-07-26 23:59:17.768,00:00:00,20240726,2024-07-26,1722009557.742
_-RVM-jLSourp05smuQP4Q,113.62142944335938,22.5732421875,6.0,511,,413841065,,,2024-07-26 23:59:13.687,2024-07-26 23:59:13.776,00:00:00,20240726,2024-07-26,1722009553.687
l9qGxQZfTZKqKZTdvKzw4w,111.15214538574219,23.42459487915039,0.0,511,,413848169,,,2024-07-26 23:59:13.017,2024-07-26 23:59:13.041,00:00:00,20240726,2024-07-26,1722009553.017
-nsWfUiQSsKw35E8oShn1w,111.15216064453125,23.42354393005371,1.1,511,,413859423,,,2024-07-26 23:59:09.422,2024-07-26 23:59:09.438,00:00:00,20240726,2024-07-26,1722009549.422
gzYq032qRJC2Zg8aHQ2wNQ,113.62161254882812,22.573055267333984,6.0,511,,413841065,,,2024-07-26 23:59:04.883,2024-07-26 23:59:04.899,00:00:00,20240726,2024-07-26,1722009544.883
LepeA-fdRFOcK61PrjATEw,111.15220642089844,23.423532485961914,1.1,511,,413859423,,,2024-07-26 23:59:00.941,2024-07-26 23:59:00.952,00:00:00,20240726,2024-07-26,1722009540.941
mdis-ru0SFWJldFQdsQMhQ,112.03994750976562,23.071313858032227,0.0,511,,413837924,,,2024-07-26 23:58:56.902,2024-07-26 23:58:56.922,00:00:00,20240726,2024-07-26,1722009536.902
yZzuYURPR26blKn9E3WjHA,113.62177276611328,22.572887420654297,6.0,511,,413841065,,,2024-07-26 23:58:56.483,2024-07-26 23:58:56.494,00:00:00,20240726,2024-07-26,1722009536.483
gpeRkCgiT6mrOjaFFLGlEQ,111.15225982666016,23.423526763916016,1.1,511,,413859423,,,2024-07-26 23:58:52.542,2024-07-26 23:58:52.554,00:00:00,20240726,2024-07-26,1722009532.542
8IaNiLikRlu5HxSn2-2xNg,113.62196350097656,22.572690963745117,6.0,511,,413841065,,,2024-07-26 23:58:47.989,2024-07-26 23:58:48.041,00:00:00,20240726,2024-07-26,1722009527.989
C65hJGPQRoqVUThhVCe9Lw,111.15231323242188,23.423519134521484,1.1,511,,413859423,,,2024-07-26 23:58:44.225,2024-07-26 23:58:44.243,00:00:00,20240726,2024-07-26,1722009524.225
G4l8kyuGRd2Ah8N8vzjDZg,112.72173309326172,22.37788200378418,0.0,511,,413837923,,,2024-07-26 23:58:39.826,2024-07-26 23:58:39.835,00:00:00,20240726,2024-07-26,1722009519.826
0hyrWYKYTLWO1lcWOr4YQA,113.62213134765625,22.57249641418457,6.0,511,,413841065,,,2024-07-26 23:58:39.073,2024-07-26 23:58:39.097,00:00:00,20240726,2024-07-26,1722009519.073
H6TX5mRrT8OSKXyFfLOKIw,111.15235137939453,23.423513412475586,1.0,511,,413859423,,,2024-07-26 23:58:35.797,2024-07-26 23:58:35.816,00:00:00,20240726,2024-07-26,1722009515.797
2YxbZEFaRqulPkkLxIJImQ,113.62227630615234,22.572317123413086,6.1,511,,413841065,,,2024-07-26 23:58:30.883,2024-07-26 23:58:30.912,00:00:00,20240726,2024-07-26,1722009510.883
FzMozE03RIuZe6BLD_PtXA,111.15239715576172,23.423492431640625,1.0,511,,413859423,,,2024-07-26 23:58:27.347,2024-07-26 23:58:27.363,00:00:00,20240726,2024-07-26,1722009507.347
xIrBKIi2S4upIzkhGjSkLw,113.6224365234375,22.57210922241211,6.1,511,,413841065,,,2024-07-26 23:58:22.273,2024-07-26 23:58:22.319,00:00:00,20240726,2024-07-26,1722009502.273
u54Yc5v1Tz6SrUbLUOlcJQ,113.160400390625,21.938352584838867,0.1,511,,413837927,,,2024-07-26 23:58:20.746,2024-07-26 23:58:20.764,00:00:00,20240726,2024-07-26,1722009500.746
sL5aNnLtQ-Sy66sSsqOncQ,111.15245819091797,23.423442840576172,0.9,511,,413859423,,,2024-07-26 23:58:10.542,2024-07-26 23:58:10.553,00:00:00,20240726,2024-07-26,1722009490.542
n1HL1FxwQFq7O_bqjwdXOQ,113.62271881103516,22.571727752685547,6.2,511,,413841065,,,2024-07-26 23:58:05.473,2024-07-26 23:58:05.512,00:00:00,20240726,2024-07-26,1722009485.473
CtFw6qEfR1SrMHfGrvWXFQ,111.15247344970703,23.423412322998047,0.5,511,,413859423,,,2024-07-26 23:58:02.229,2024-07-26 23:58:02.247,00:00:00,20240726,2024-07-26,1722009482.229
cEcR3VnbTcCqGzGH0TyIVQ,113.62286376953125,22.571508407592773,6.2,511,,413841065,,,2024-07-26 23:57:57.066,2024-07-26 23:57:57.090,00:00:00,20240726,2024-07-26,1722009477.066
IGejVFO_RhGThk5FIAYJSg,111.15248107910156,23.423389434814453,0.5,511,,413859423,,,2024-07-26 23:57:53.853,2024-07-26 23:57:53.870,00:00:00,20240726,2024-07-26,1722009473.853
3LqgvCbnS5qQZi1-unx6qg,113.62300109863281,22.571311950683594,6.2,511,,413841065,,,2024-07-26 23:57:48.587,2024-07-26 23:57:48.613,00:00:00,20240726,2024-07-26,1722009468.587
HtWOwa29Qc-32LNeBjt5ZQ,113.6231460571289,22.57109260559082,6.2,511,,413841065,,,2024-07-26 23:57:40.212,2024-07-26 23:57:40.227,00:00:00,20240726,2024-07-26,1722009460.212
GPSZ-8EKQuGnaXh4rlyShA,113.62328338623047,22.570894241333008,6.2,511,,413841065,,,2024-07-26 23:57:31.584,2024-07-26 23:57:31.614,00:00:00,20240726,2024-07-26,1722009451.584
QB8arn4wRcSjT5ar-T905A,113.6234130859375,22.570669174194336,6.2,511,,413841065,,,2024-07-26 23:57:23.042,2024-07-26 23:57:23.070,00:00:00,20240726,2024-07-26,1722009443.042
ah3LvSsoQMiC1npf37Pf9g,111.15248107910156,23.42334747314453,0.2,511,,413859423,,,2024-07-26 23:57:20.392,2024-07-26 23:57:20.407,00:00:00,20240726,2024-07-26,1722009440.392
HhD1swVWS_isSYrNSKfa1A,113.62370300292969,22.570241928100586,6.2,511,,413841065,,,2024-07-26 23:57:05.904,2024-07-26 23:57:05.943,00:00:00,20240726,2024-07-26,1722009425.904
fz2HdZ_cR8KBcf6VvJKeQQ,111.14916229248047,23.431501388549805,0.0,511,,413860512,,,2024-07-26 23:57:05.841,2024-07-26 23:57:05.864,00:00:00,20240726,2024-07-26,1722009425.841
5RONNm2qRX6K-qIvv3VuAw,113.62385559082031,22.570018768310547,6.2,511,,413841065,,,2024-07-26 23:56:57.283,2024-07-26 23:56:57.298,00:00:00,20240726,2024-07-26,1722009417.283
HLInO_VOSy6_puIf9PWr_g,113.62413024902344,22.569602966308594,6.2,511,,413841065,,,2024-07-26 23:56:40.304,2024-07-26 23:56:40.315,00:00:00,20240726,2024-07-26,1722009400.304
B2bBJnuBTXKjydmjuS9Zsg,111.14881134033203,23.430864334106445,0.0,511,,413866992,,,2024-07-26 23:56:35.750,2024-07-26 23:56:35.767,00:00:00,20240726,2024-07-26,1722009395.75
