record_id,longitude,latitude,speed,heading,navigation_status,mmsi,ship_type,ship_name,timestamp,decode_timestamp,data_timestamp,day_id,date,unixstamp
yUOTqkNTS6iPMSeaLj4lsQ,111.14910125732422,23.430994033813477,0.0,511,,413867644,,,2024-07-29 23:59:57.341,2024-07-29 23:59:57.354,00:00:00,20240729,2024-07-29,1722268797.341
QtQFd5lXQOSHHLgdCiAZwg,113.10426330566406,21.99774169921875,4.3,511,,413837923,,,2024-07-29 23:59:55.876,2024-07-29 23:59:55.893,00:00:00,20240729,2024-07-29,1722268795.876
-nWuPe2bQQO9_lAgcJ36sA,113.10438537597656,21.99759292602539,4.4,511,,413837923,,,2024-07-29 23:59:47.096,2024-07-29 23:59:47.124,00:00:00,20240729,2024-07-29,1722268787.096
PuzCkBlARSeqSm3nAaUHHQ,113.68199920654297,22.62593650817871,0.0,511,,413837924,,,2024-07-29 23:59:46.762,2024-07-29 23:59:46.774,00:00:00,20240729,2024-07-29,1722268786.762
PCFTwAnbQbOZAjBQ2GGHuw,113.10450744628906,21.997446060180664,4.3,511,,413837923,,,2024-07-29 23:59:38.217,2024-07-29 23:59:38.239,00:00:00,20240729,2024-07-29,1722268778.217
ep4o9dwgRn-xNhWA6WgMJg,111.14922332763672,23.43147850036621,0.0,511,,413860512,,,2024-07-29 23:59:30.602,2024-07-29 23:59:30.625,00:00:00,20240729,2024-07-29,1722268770.602
vm4G2w3bRdGqKIO29fS8Lg,113.10462951660156,21.997295379638672,4.4,511,,413837923,,,2024-07-29 23:59:29.257,2024-07-29 23:59:29.268,00:00:00,20240729,2024-07-29,1722268769.257
tMkFlaaRSJyHdC163YINLg,113.104736328125,21.99715805053711,4.4,511,,413837923,,,2024-07-29 23:59:28.413,2024-07-29 23:59:28.451,00:00:00,20240729,2024-07-29,1722268768.413
gWi-8TOjQX68qd0qJwqCqw,110.7416763305664,23.46617889404297,0.0,511,,413848169,,,2024-07-29 23:59:11.374,2024-07-29 23:59:11.403,00:00:00,20240729,2024-07-29,1722268751.374
Mq5ULt5sTLqG1MMZNPR6nQ,112.7212905883789,22.377838134765625,0.0,511,,413837927,,,2024-07-29 23:59:11.263,2024-07-29 23:59:11.309,00:00:00,20240729,2024-07-29,1722268751.263
v9LkNLd1QJ-Wn6s8VoR4WQ,110.9007568359375,23.38039207458496,0.0,511,,413866992,,,2024-07-29 23:58:11.338,2024-07-29 23:58:11.350,00:00:00,20240729,2024-07-29,1722268691.338
VdsrPgWgThyIF2ssEeaDDA,111.1488037109375,23.430374145507812,0.0,511,,413863924,,,2024-07-29 23:58:08.682,2024-07-29 23:58:08.726,00:00:00,20240729,2024-07-29,1722268688.682
oF6PVSaZRyCgK6rGuqCJyQ,113.10590362548828,21.995647430419922,4.4,511,,413837923,,,2024-07-29 23:57:51.096,2024-07-29 23:57:51.141,00:00:00,20240729,2024-07-29,1722268671.096
PLVrcfOGR_ydwiBiGzX2PA,113.10601043701172,21.99549674987793,4.4,511,,413837923,,,2024-07-29 23:57:42.025,2024-07-29 23:57:42.044,00:00:00,20240729,2024-07-29,1722268662.025
x6n5dqPLRy6l_TFAuxozaA,113.10613250732422,21.995349884033203,4.4,511,,413837923,,,2024-07-29 23:57:33.320,2024-07-29 23:57:33.335,00:00:00,20240729,2024-07-29,1722268653.32
JQFOIZ-NQcafoPvjNqZGbQ,110.74158477783203,23.466327667236328,0.0,511,,413859423,,,2024-07-29 23:57:27.212,2024-07-29 23:57:27.235,00:00:00,20240729,2024-07-29,1722268647.212
r1L6UopeTOWhaoE5HMqeaA,113.10623931884766,21.99521827697754,4.4,511,,413837923,,,2024-07-29 23:57:24.505,2024-07-29 23:57:24.517,00:00:00,20240729,2024-07-29,1722268644.505
