record_id,longitude,latitude,speed,heading,navigation_status,mmsi,ship_type,ship_name,timestamp,decode_timestamp,data_timestamp,day_id,date,unixstamp
qUcHKIRCS2S6l33sw5OoZA,113.0818099975586,22.22869300842285,5.1,511,,413837927,,,2024-07-25 23:59:53.049,2024-07-25 23:59:53.060,00:00:00,20240725,2024-07-25,1721923193.049
p923zqh6TdmDUwW8cf3W7w,111.14064025878906,23.434547424316406,0.0,511,,413848169,,,2024-07-25 23:59:52.783,2024-07-25 23:59:52.795,00:00:00,20240725,2024-07-25,1721923192.783
-FyLEkLuRVWfsZD_qkZ0Ww,113.081787109375,22.228761672973633,5.0,511,,413837927,,,2024-07-25 23:59:44.279,2024-07-25 23:59:44.301,00:00:00,20240725,2024-07-25,1721923184.279
69TwBD5xSRqq_wu8sqYx1w,113.08170318603516,22.228960037231445,5.1,511,,413837927,,,2024-07-25 23:59:34.599,2024-07-25 23:59:34.611,00:00:00,20240725,2024-07-25,1721923174.599
9e_34TpXTySzfYFfdsP9qw,113.08161163330078,22.229204177856445,5.1,511,,413837927,,,2024-07-25 23:59:24.254,2024-07-25 23:59:24.265,00:00:00,20240725,2024-07-25,1721923164.254
hEtJTUOkTSuz7wgzbiGBUg,113.0815200805664,22.229429244995117,5.0,511,,413837927,,,2024-07-25 23:59:14.279,2024-07-25 23:59:14.301,00:00:00,20240725,2024-07-25,1721923154.279
96TCxxTGSguHxqs3nHJWlw,112.72137451171875,22.37782859802246,0.0,511,,413837923,,,2024-07-25 23:59:12.990,2024-07-25 23:59:13.004,00:00:00,20240725,2024-07-25,1721923152.99
BpbidCNAQKid6P9pB78GgQ,111.14886474609375,23.430988311767578,0.0,511,,413867644,,,2024-07-25 23:59:09.248,2024-07-25 23:59:09.277,00:00:00,20240725,2024-07-25,1721923149.248
ZI_LQqzIRd-NlriuAlxgdw,113.0814437866211,22.229650497436523,5.1,511,,413837927,,,2024-07-25 23:59:04.279,2024-07-25 23:59:04.290,00:00:00,20240725,2024-07-25,1721923144.279
MrULPC-pTt6vs_375sBZyQ,111.14875030517578,23.43071174621582,0.0,511,,413859423,,,2024-07-25 23:58:57.387,2024-07-25 23:58:57.409,00:00:00,20240725,2024-07-25,1721923137.387
C10Fpnr-SvCkUkndIrnGdg,113.08134460449219,22.229875564575195,5.1,511,,413837927,,,2024-07-25 23:58:54.439,2024-07-25 23:58:54.475,00:00:00,20240725,2024-07-25,1721923134.439
mPoPRwMeQI2I8qpdsaewkg,113.08126831054688,22.2301025390625,5.0,511,,413837927,,,2024-07-25 23:58:44.239,2024-07-25 23:58:44.261,00:00:00,20240725,2024-07-25,1721923124.239
